station_number,total_observations,last_date,last_value,unit
08JC009,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08JC009&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08LG017,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08LG017&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08LE031,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08LE031&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08HD009,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08HD009&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08LF011,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08LF011&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08LE108,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08LE108&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08DD001,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08DD001&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08ED001,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08ED001&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08KH002,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08KH002&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08LF092,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08LF092&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
08JB014,"ERROR: HTTPSConnectionPool(host='streamflowops.3rdplaces.io', port=443): Max retries exceeded with url: /api/v1/observations/discharge/?station_number=08JB014&ordering=-date&limit=1 (Caused by NameResolutionError(""HTTPSConnection(host='streamflowops.3rdplaces.io', port=443): Failed to resolve 'streamflowops.3rdplaces.io' ([Errno -3] Temporary failure in name resolution)""))",,,
