site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
10115200,"LOGAN RIVER BLW BLACKSMITH FORK NR LOGAN, UTAH",41.72076375,-111.8863337,UT,005,16010203,16010203,16,528.8,ST,Yes,Southwest,False,True
10117000,"HAMMOND (EAST SIDE) CANAL NEAR COLLINSTON, UT",41.830746,-112.0574747,UT,003,16010204,16010204,16,0.01,ST,Yes,Southwest,False,True
10117500,"WEST SIDE CANAL NEAR COLLINSTON, UT",41.8318571,-112.0608081,UT,003,16010204,16010204,16,0.01,ST,Yes,Southwest,False,True
10117510,WEST CANAL ABV SALT CREEK DIV NR TREMONTON UT,41.71409458,-112.2274541,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10117530,"WEST CANAL BLW SALT CREEK DIV NR TREMONTON, UT",41.71298348,-112.228843,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10118000,"BEAR RIVER NEAR COLLINSTON, UT",41.8340793,-112.0552524,UT,003,16010204,16010204,16,6271,ST,Yes,Southwest,False,True
10125600,"MALAD RIVER NEAR PLYMOUTH, UTAH",41.83853729,-112.1477326,UT,003,16010204,16010204,16,623.00,ST,Yes,Southwest,False,True
10125700,"BEAR RIVER DUCK CLUB CAN NR BEAR RIVER CITY, UT",41.6563187,-112.160229,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10125800,"MALAD R BL BRN DUCK CL CAN NR BEAR RIVER CITY, UT",41.65354099,-112.1627291,UT,003,16010204,16010204,16,698.00,ST,Yes,Southwest,False,True
10125850,"SALT CREEK NEAR HONEYVILLE, UT",41.6235,-112.08525,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10125900,"MALAD RIVER NEAR BEAR RIVER CITY, UT",41.59367778,-112.1293444,UT,003,16010204,16010204,16,709.0,ST,Yes,Southwest,False,True
10126000,"BEAR RIVER NEAR CORINNE, UT",41.5763213,-112.100782,UT,003,16010204,16010204,16,7029,ST,Yes,Southwest,False,True
10126050,"BEAR RIVER BELOW O-LINE CANAL NR BRIGHAM CITY, UT",41.4701722,-112.2203833,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10126100,"BEAR RIVER AT BIRD REFUGE NR BRIGHAM CITY, UT",41.48028889,-112.26386111,UT,003,160102040505,160102040505,16,,ST,Yes,Southwest,False,True
10126180,"SULPHUR CREEK NR. CORINNE, UT",41.5735425,-112.2193957,UT,003,16010204,16010204,16,15.40,ST,Yes,Southwest,False,True
10126400,BOX ELDER CR AT MANTUA UTAH,41.4827141,-111.9477217,UT,003,16010204,16010204,16,14.00,ST,Yes,Southwest,False,True
10127050,SALT CREEK BLW SALT SPRING NR TREMONTON UTAH,41.71131687,-112.227454,UT,003,16010204,16010204,16,0.01,ST,Yes,Southwest,False,True
10127100,"BLACK SLOUGH NEAR BRIGHAM CITY, UTAH",41.50993447,-112.0768917,UT,003,16010204,16010204,16,31.10,ST,Yes,Southwest,False,True
10127107,HWY 83 CULVERTS,41.53326726,-112.0674473,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10127108,SULPHUR CREEK AND BLACK SLOUGH,41.5332666,-112.1341154,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10127109,CULVERTS AND SULPHUR CR AND BLACK SLOUGH,41.53326709,-112.0841144,UT,003,16010204,16010204,16,,ST,Yes,Southwest,False,True
10127110,"B R BASIN OUTFLOW AC ST HWY 83 NR CORINNE, UT",41.54548887,-112.0960592,UT,003,16010204,16010204,16,0.01,ST,Yes,Southwest,False,True
10127150,"AV WATKIN OUTLET NEAR WILLARD, UT",41.42125,-112.06381389,UT,003,160201020702,160201020702,16,,ST,Yes,Southwest,False,True
10127200,BEAR R AT GR SL MIN CO BR NR PLAIN CITY UT,41.2710494,-112.3546714,UT,003,16020310,16020310,16,8580.00,ST,Yes,Southwest,False,True
10127500,"WEBER R AB SMITH & MOREHOUSE CR NR OAKLEY, UT",40.7999486,-111.1007365,UT,043,16020101,16020101,16,,ST,Yes,Southwest,False,True
10128000,"SMITH AND MOREHOUSE CREEK NEAR OAKLEY, UTAH",40.78578206,-111.1124036,UT,043,16020101,16020101,16,33.80,ST,Yes,Southwest,False,True
10128200,"SOUTH FORK WEBER RIVER NEAR OAKLEY, UTAH",40.74856066,-111.2196311,UT,043,16020101,16020101,16,16.00,ST,Yes,Southwest,False,True
10128500,"WEBER RIVER NEAR OAKLEY, UT",40.7371721,-111.2479652,UT,043,16020101,16020101,16,162,ST,Yes,Southwest,False,True
10129000,"WEBER-PROVO DIVERSION CANAL AT OAKLEY, UTAH",40.7082836,-111.2757424,UT,043,16020101,16020101,16,,ST,Yes,Southwest,False,True
10129300,"WEBER RIVER NEAR PEOA, UTAH",40.75105998,-111.3704716,UT,043,16020101,16020101,16,296.00,ST,Yes,Southwest,False,True
10129350,"CRANDALL CREEK NEAR PEOA, UTAH",40.7749487,-111.364916,UT,043,16020101,16020101,16,11.80,ST,Yes,Southwest,False,True
10129500,"WEBER RIVER NEAR WANSHIP, UT",40.79272607,-111.404918,UT,043,16020101,16020101,16,335,ST,Yes,Southwest,False,True
10129900,"SILVER CREEK NEAR SILVER CREEK JUNCTION, UT",40.73522634,-111.4760313,UT,043,16020101,16020101,16,17.4,ST,Yes,Southwest,False,True
10130000,"SILVER CREEK NEAR WANSHIP, UT",40.75689256,-111.4715873,UT,043,16020101,16020101,16,27.50,ST,Yes,Southwest,False,True
10130500,"WEBER RIVER NEAR COALVILLE, UT",40.89522527,-111.4018633,UT,043,16020101,16020101,16,435,ST,Yes,Southwest,False,True
10130700,"EAST FORK CHALK CREEK NEAR COALVILLE, UTAH",40.9577258,-111.1146284,UT,043,16020101,16020101,16,35.00,ST,Yes,Southwest,False,True
10131000,"CHALK CREEK AT COALVILLE, UT",40.92050285,-111.4015858,UT,043,16020101,16020101,16,250,ST,Yes,Southwest,False,True
10132000,"WEBER RIVER AT ECHO, UT",40.9677245,-111.437699,UT,043,16020101,16020101,16,727,ST,Yes,Southwest,False,True
10132500,"LOST CREEK NEAR CROYDON, UTAH",41.18068056,-111.4004583,UT,029,16020101,16020101,16,123,ST,Yes,Southwest,False,True
10132900,"LOST CREEK AT CROYDON, UTAH",41.07050056,-111.5210366,UT,029,16020101,16020101,16,220.00,ST,Yes,Southwest,False,True
10133000,"LOST CREEK AT DEVILS SLIDE, UTAH",41.06063889,-111.5345556,UT,029,16020101,16020101,16,228.00,ST,Yes,Southwest,False,True
10133500,"WEBER RIVER AT DEVILS SLIDE, UTAH",41.06105605,-111.5743724,UT,029,16020102,16020102,16,1192.00,ST,Yes,Southwest,False,True
10133540,"KIMBALL CRK ABV EAST CANYON CRK NR PARK CITY, UT",40.7252264,-111.5143659,UT,043,16020102,16020102,16,13,ST,Yes,Southwest,False,True
10133550,"WEBER RIVER AT MORGAN, UTAH",41.0403611,-111.6654889,UT,029,16020102,16020102,16,,ST,Yes,Southwest,False,True
10133600,"MCLEOD CREEK NEAR PARK CITY, UT",40.68803889,-111.5337194,UT,043,16020101,16020101,16,8.78,ST,Yes,Southwest,False,True
10133601,"RIGHT CHANNEL MCLEOD CREEK NEAR PARK CITY, UTAH",40.68744954,-111.533532,UT,043,16020102,16020102,16,8.78,ST,Yes,Southwest,False,True
10133602,"LEFT CHANNEL MCLEOD CREEK NEAR PARK CITY, UTAH",40.68744954,-111.533532,UT,043,16020102,16020102,16,8.78,ST,Yes,Southwest,False,True
10133650,"E CANYON CR BL I-80 REST STOP NR PARK CITY, UT",40.7238375,-111.5196438,UT,043,16020102,16020102,16,42.1,ST,Yes,Southwest,False,True
10133700,"THREEMILE CREEK NEAR PARK CITY, UTAH",40.7257816,-111.5632569,UT,043,16020102,16020102,16,2.68,ST,Yes,Southwest,False,True
10133800,"EAST CANYON CREEK NEAR JEREMY RANCH, UT",40.75966979,-111.5640912,UT,043,16020102,16020102,16,57.2,ST,Yes,Southwest,False,True
10133895,"EAST CYN CR AB BIG BEAR HOLLOW, NR PARK CITY, UT",40.78911387,-111.5974262,UT,043,16020102,16020102,16,75.0,ST,Yes,Southwest,False,True
10133900,"EAST CANYON CREEK NEAR PARK CITY, UTAH",40.7899472,-111.5971484,UT,043,16020102,16020102,16,68.90,ST,Yes,Southwest,False,True
10133980,"EAST CANYON CREEK AB EAST CYN RES NR MORGAN, UTAH",40.8695861,-111.5866222,UT,029,16020102,16020102,16,110,ST,Yes,Southwest,False,True
10134500,"EAST CANYON CREEK NEAR MORGAN, UT",40.92244629,-111.6071504,UT,029,16020102,16020102,16,144,ST,Yes,Southwest,False,True
10135000,"HARDSCRABBLE CREEK NEAR PORTERVILLE, UTAH",40.9535567,-111.7166,UT,029,16020102,16020102,16,28.00,ST,Yes,Southwest,False,True
10135500,"EAST CANYON CREEK BL DIVERSIONS NR MORGAN, UTAH",41.03605597,-111.6924331,UT,029,16020102,16020102,16,,ST,Yes,Southwest,False,True
10136000,"WEBER RIVER NEAR MORGAN, UTAH",41.06383314,-111.728546,UT,029,16020102,16020102,16,1500.00,ST,Yes,Southwest,False,True
10136500,"WEBER RIVER AT GATEWAY, UT",41.1368878,-111.8324384,UT,029,16020102,16020102,16,1627,ST,Yes,Southwest,False,True
10136600,"WEBER RIVER AT I-84 AT UINTAH, UT",41.1370833,-111.9195556,UT,011,16020102,16020102,16,1630,ST,Yes,Southwest,False,True
10137000,"WEBER RIVER AT OGDEN, UTAH",41.2270833,-111.9872917,UT,057,16020102,16020102,16,1670.00,ST,Yes,Southwest,False,True
10137300,"SOUTH FK OGDEN R BL CAUSEY RES NR HUNTSVILLE, UTAH",41.29615278,-111.5914167,UT,057,16020102,16020102,16,92.30,ST,Yes,Southwest,False,True
10137500,"SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UT",41.26855226,-111.6741004,UT,057,16020102,16020102,16,137,ST,Yes,Southwest,False,True
10137600,"SOUTH FORK OGDEN RIVER AT HUNTSVILLE, UTAH",41.24716356,-111.763271,UT,057,16020102,16020102,16,170.00,ST,Yes,Southwest,False,True
10137680,"NORTH FORK OGDEN RIVER NEAR EDEN, UTAH",41.38966149,-111.914942,UT,057,16020102,16020102,16,6.03,ST,Yes,Southwest,False,True
10137700,"NORTH FORK OGDEN RIVER NEAR HUNTSVILLE, UTAH",41.2943856,-111.8285503,UT,057,16020102,16020102,16,61.40,ST,Yes,Southwest,False,True
10137780,"MIDDLE FK OGDEN RIVER AB DIV NR HUNTSVILLE, UTAH",41.2996625,-111.7352148,UT,057,16020102,16020102,16,31.30,ST,Yes,Southwest,False,True
10137800,"MIDDLE FORK OGDEN RIVER AT HUNTSVILLE, UTAH",41.2874407,-111.7771604,UT,057,16020102,16020102,16,32.90,ST,Yes,Southwest,False,True
10137900,"SPRING CREEK AT HUNTSVILLE, UTAH",41.2652188,-111.766049,UT,057,16020102,16020102,16,7.20,ST,Yes,Southwest,False,True
10138000,"MIDDLE FORK OGDEN RIVER NEAR HUNTSVILLE, UTAH",41.26660816,-111.8007718,UT,057,16020102,16020102,16,,ST,Yes,Southwest,False,True
10139300,"WHEELER CREEK NEAR HUNTSVILLE, UTAH",41.25383128,-111.8429947,UT,057,16020102,16020102,16,11.10,ST,Yes,Southwest,False,True
10139500,"OGDEN RIVER NEAR OGDEN, UTAH",41.25466466,-111.8471614,UT,057,16020102,16020102,16,321.00,ST,Yes,Southwest,False,True
10140000,"OGDEN RIVER BELOW PINEVIEW DAM NEAR OGDEN, UTAH",41.25410909,-111.845217,UT,057,16020102,16020102,16,323.00,ST,Yes,Southwest,False,True
10140100,"OGDEN RIVER BL PINEVIEW RES NR HUNTSVILLE, UT",41.254387,-111.8557727,UT,057,16020102,16020102,16,323,ST,Yes,Southwest,False,True
10140700,"OGDEN RIVER NR GIBSON AVENUE AT OGDEN, UT",41.23181944,-111.9844972,UT,057,16020102,16020102,16,333,ST,Yes,Southwest,False,True
10141000,"WEBER RIVER NEAR PLAIN CITY, UT",41.2782765,-112.0918866,UT,057,16020102,16020102,16,2081,ST,Yes,Southwest,False,True
10141040,"HOOPER SLOUGH NEAR HOOPER, UTAH",41.19049905,-112.1527204,UT,057,16020102,16020102,16,13.00,ST,Yes,Southwest,False,True
10141050,"SOUTH FORK WEBER CANAL NEAR HOOPER, UTAH",41.1857767,-112.1610539,UT,057,16020102,16020102,16,,ST,Yes,Southwest,False,True
10141100,"SOUTH FORK WEBER RIVER NEAR HOOPER, UTAH",41.1786,-112.1763889,UT,057,16020102,16020102,16,,ST,Yes,Southwest,False,True
10141150,"MIDDLE FORK WEBER RIVER NEAR HOOPER, UTAH",41.21327695,-112.1607755,UT,057,16020102,16020102,16,,ST,Yes,Southwest,False,True
10141200,"NORTH FORK WEBER RIVER NEAR HOOPER, UTAH",41.22135556,-112.18134722,UT,057,160201020604,160201020604,16,,ST,Yes,Southwest,False,True
10141400,"HOWARD SLOUGH AT HOOPER, UTAH",41.1402211,-112.1221657,UT,011,16020102,16020102,16,20.60,ST,Yes,Southwest,False,True
10141410,"HOWARD SLOUGH AT HOWARD SLOUGH WMA, NR HOOPER, UT",41.12946111,-112.14521944,UT,011,160201020506,160201020506,16,,ST,Yes,Southwest,False,True
10141450,"KAYS CREEK NEAR LAYTON, UTAH",41.0408861,-111.9966694,UT,011,16020102,16020102,16,,ST,Yes,Southwest,False,True
10141500,"HOLMES CREEK NEAR KAYSVILLE, UTAH",41.0549439,-111.8952175,UT,011,16020102,16020102,16,2.49,ST,Yes,Southwest,False,True
10142000,"FARMINGTON CR ABV DIV NR FARMINGTON, UTAH",41.00133317,-111.8732724,UT,011,16020102,16020102,16,10.00,ST,Yes,Southwest,False,True
10142500,"RICKS C AB DIVERSIONS, NR CENTERVILLE, UTAH",40.94022257,-111.867438,UT,011,16020102,16020102,16,2.35,ST,Yes,Southwest,False,True
10143000,"PARRISH C AB DIVERSIONS NR CENTERVILLE, UTAH",40.92355605,-111.8646599,UT,011,16020102,16020102,16,2.08,ST,Yes,Southwest,False,True
10143500,"CENTERVILLE CREEK ABV DIV NR CENTERVILLE, UT",40.91633389,-111.8629931,UT,011,16020102,16020102,16,3.15,ST,Yes,Southwest,False,True
10144000,"STONE CREEK ABOVE DIVERSION NEAR BOUNTIFUL, UT",40.8943897,-111.8452145,UT,011,16020102,16020102,16,4.48,ST,Yes,Southwest,False,True
10145000,"MILL C AT MUELLER PARK, NR BOUNTIFUL, UTAH",40.8638344,-111.8368805,UT,011,16020102,16020102,16,8.79,ST,Yes,Southwest,False,True
10145400,"SALT CRK BL NEPHI POWERPLANT DIV NR NEPHI, UT",39.7171797,-111.7335396,UT,023,16020201,16020201,16,81.0,ST,Yes,Southwest,False,True
10145500,"SALT CREEK NEAR NEPHI, UTAH",39.7110679,-111.7785415,UT,023,16020201,16020201,16,95.00,ST,Yes,Southwest,False,True
10146000,"SALT CREEK AT NEPHI, UT",39.71301186,-111.8043759,UT,023,16020201,16020201,16,95.6,ST,Yes,Southwest,False,True
10146400,"CURRANT CREEK NEAR MONA, UT",39.80259167,-111.8668806,UT,023,16020201,16020201,16,225,ST,Yes,Southwest,False,True
10146500,"CURRANT CREEK NR GOSHEN, UT",39.8846759,-111.8854925,UT,023,16020201,16020201,16,303.00,ST,Yes,Southwest,False,True
10147000,"SUMMIT CREEK NEAR SANTAQUIN, UTAH",39.92217758,-111.7535423,UT,049,16020201,16020201,16,14.60,ST,Yes,Southwest,False,True
10147100,SUMMIT CREEK ABV SUMMIT CR CANAL NR SANTAQUIN UT,39.9444722,-111.7748889,UT,049,16020201,16020201,16,18.,ST,Yes,Southwest,False,True
10147500,"PAYSON CREEK ABV DIVERSIONS, NEAR PAYSON, UTAH",39.9693997,-111.6938157,UT,049,16020202,16020202,16,18.80,ST,Yes,Southwest,False,True
10148200,"TIE FORK NEAR SOLDIER SUMMIT, UT",39.94995766,-111.2168391,UT,049,16020202,16020202,16,19.40,ST,Yes,Southwest,False,True
10148400,"NEBO CREEK NEAR THISTLE, UTAH",39.87162417,-111.5701964,UT,049,16020202,16020202,16,36.70,ST,Yes,Southwest,False,True
10148500,"SPANISH FORK AT THISTLE, UTAH",39.9994002,-111.4993557,UT,049,16020202,16020202,16,450.00,ST,Yes,Southwest,False,True
10148510,"SPANISH FORK BLW HALLS FALLS NR SPANISH FORK, UTAH",39.98273379,-111.5157462,UT,049,16020202,16020202,16,452.00,ST,Yes,Southwest,False,True
10149000,"SIXTH WATER CRK AB SYAR TUN NR SPRINGVILLE, UT",40.11801206,-111.3146215,UT,049,16020202,16020202,16,15.0,ST,Yes,Southwest,False,True
10149400,"DIAMOND FORK ABV RED HOLLOW NR THISTLE, UT",40.07627778,-111.3826389,UT,049,16020202,16020202,16,97.0,ST,Yes,Southwest,False,True
10149500,"DIAMOND FORK BELOW RED HOLLOW, NEAR THISTLE, UT",40.0785676,-111.4096276,UT,049,16020202,16020202,16,107.00,ST,Yes,Southwest,False,True
10150000,"DIAMOND FORK NEAR THISTLE, UTAH",40.0638453,-111.4424075,UT,049,16020202,16020202,16,141.00,ST,Yes,Southwest,False,True
10150500,"SPANISH FORK AT CASTILLA, UT",40.0496781,-111.5479705,UT,049,16020202,16020202,16,652,ST,Yes,Southwest,False,True
10152000,"SPANISH FORK NEAR LAKE SHORE, UTAH",40.15023176,-111.7260394,UT,049,16020202,16020202,16,675.00,ST,Yes,Southwest,False,True
10152001,"SPANISH FORK AT MOUTH NEAR LAKE SHORE, UTAH",40.1582872,-111.7310397,UT,049,16020202,16020202,16,675.00,ST,Yes,Southwest,False,True
10152500,HOBBLE CR NR SPRINGVILLE UTAH,40.15801248,-111.5274129,UT,049,16020202,16020202,16,105.00,ST,Yes,Southwest,False,True
10152700,"MAPLE CREEK NEAR MAPLETON, UTAH",40.1335681,-111.5071337,UT,049,16020202,16020202,16,3.13,ST,Yes,Southwest,False,True
10153000,"MAPLE CREEK NR SPRINGVILLE, UT",40.13051204,-111.5438032,UT,049,16020202,16020202,16,10.80,ST,Yes,Southwest,False,True
10153100,"HOBBLE CREEK AT 1650 WEST AT SPRINGVILLE, UTAH",40.1788719,-111.639338,UT,049,16020202,16020202,16,115,ST,Yes,Southwest,False,True
10153500,"PROVO RIVER NEAR KAMAS, UTAH",40.5832785,-111.0090576,UT,051,16020203,16020203,16,29.60,ST,Yes,Southwest,False,True
10153800,"NORTH FORK PROVO RIVER NEAR KAMAS, UT",40.59661455,-111.0973947,UT,043,16020203,16020203,16,24.40,ST,Yes,Southwest,False,True
10154000,"SHINGLE CREEK NEAR KAMAS, UTAH",40.61244847,-111.1165628,UT,043,16020203,16020203,16,8.40,ST,Yes,Southwest,False,True
10154200,"PROVO RIVER NEAR WOODLAND, UT",40.5577278,-111.1687838,UT,043,16020203,16020203,16,162,ST,Yes,Southwest,False,True
10154500,"WEBER-PROVO DIVERSION CANAL NEAR WOODLAND, UT",40.6138408,-111.3049046,UT,043,16020203,16020203,16,,ST,Yes,Southwest,False,True
10155000,"PROVO RIVER NEAR HAILSTONE, UT",40.6051111,-111.3145278,UT,051,16020203,16020203,16,230,ST,Yes,Southwest,False,True
10155100,"PROVO RIVER BELOW JORDANELLE DAM, NEAR HEBER, UT",40.5949525,-111.4287999,UT,051,16020203,16020203,16,252,ST,Yes,Southwest,False,True
10155200,"PROVO RIV AT RIV ROAD BRIDGE NR HEBER CITY, UT",40.55439805,-111.4332426,UT,051,16020203,16020203,16,270,ST,Yes,Southwest,False,True
10155300,"PROVO RIVER NEAR MIDWAY, UT",40.5068994,-111.4496303,UT,051,16020203,16020203,16,268,ST,Yes,Southwest,False,True
10155400,"SPRING CREEK NEAR HEBER CITY, UT",40.50856597,-111.4393519,UT,051,16020203,16020203,16,60.8,ST,Yes,Southwest,False,True
10155500,"PROVO RIVER NEAR CHARLESTON, UT",40.4841221,-111.4635198,UT,051,16020203,16020203,16,359,ST,Yes,Southwest,False,True
10156000,"SNAKE CREEK NEAR CHARLESTON, UT",40.4852332,-111.4671312,UT,051,16020203,16020203,16,31.8,ST,Yes,Southwest,False,True
10157000,"DANIELS CREEK ABV DIVERSIONS NEAR HEBER CITY, UT",40.43162179,-111.3526787,UT,051,16020203,16020203,16,37.2,ST,Yes,Southwest,False,True
10157500,"DANIELS CREEK AT CHARLESTON, UT",40.46078909,-111.472687,UT,051,16020203,16020203,16,50.1,ST,Yes,Southwest,False,True
10158500,"ROUND VALLEY CREEK NEAR WALLSBURG, UTAH",40.40828967,-111.4757427,UT,051,16020203,16020203,16,71.90,ST,Yes,Southwest,False,True
10159500,"PROVO RIVER BELOW DEER CREEK DAM, UT",40.40328927,-111.5296355,UT,051,16020203,16020203,16,547.00,ST,Yes,Southwest,False,True
10160000,"DEER CREEK NEAR WILDWOOD, UTAH",40.4041225,-111.5326913,UT,051,16020203,16020203,16,26.00,ST,Yes,Southwest,False,True
10160500,"PROVO RIVER NR WILDWOOD, UT",40.3996782,-111.5296355,UT,051,16020203,16020203,16,574.00,ST,Yes,Southwest,False,True
10160800,NO FK PROVO RIV AT WILDWOOD UTAH,40.370511,-111.5671382,UT,049,16020203,16020203,16,12.30,ST,Yes,Southwest,False,True
10161000,"PROVO RIVER AT VIVIAN PARK, UTAH",40.36106676,-111.563249,UT,049,16020203,16020203,16,598.00,ST,Yes,Southwest,False,True
10161500,"SOUTH FORK PROVO R AT VIVIAN PARK, UTAH",40.35273337,-111.5701939,UT,049,16020203,16020203,16,33.40,ST,Yes,Southwest,False,True
10162850,"ROCK CREEK OVERFLOW EAST OF HIWAY 189 NR PROVO, UT",40.26967697,-111.6529776,UT,049,16020203,16020203,16,,ST,Yes,Southwest,False,True
10163000,"PROVO RIVER AT PROVO, UT",40.23925556,-111.7111944,UT,049,16020203,16020203,16,673,ST,Yes,Southwest,False,True
10164500,"AMERICAN FK AB UPPER POWERPLANT NR AMERICAN FK, UT",40.4477297,-111.6821472,UT,049,16020201,16020201,16,51.1,ST,Yes,Southwest,False,True
10165500,"DRY CREEK NEAR ALPINE, UTAH",40.4763388,-111.7577082,UT,049,16020201,16020201,16,9.82,ST,Yes,Southwest,False,True
10165600,"DRY CREEK AT 300 N, AT ALPINE, UT",40.4571722,-111.7683722,UT,049,16020201,16020201,16,,ST,Yes,Southwest,False,True
10166000,"FORT CREEK AT ALPINE, UTAH",40.46522776,-111.779931,UT,049,16020201,16020201,16,6.55,ST,Yes,Southwest,False,True
10166430,"WEST CANYON CREEK NEAR CEDAR FORT, UT",40.4052063,-112.1005142,UT,049,16020201,16020201,16,26.8,ST,Yes,Southwest,False,True
10166605,"JORDAN RIVER AT LEHI BRIDGE NEAR LEHI, UTAH",40.3871724,-111.9052123,UT,049,16020201,16020201,16,,ST,Yes,Southwest,False,True
10167000,"JORDAN RIVER AT NARROWS NEAR LEHI, UTAH",40.4438384,-111.9221572,UT,035,16020204,16020204,16,3010.00,ST,Yes,Southwest,False,True
10167001,"JORDAN RIVER STATION NO 1. @ NARROWS, UT.",40.4438384,-111.9221572,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167100,EAST JORDAN CANAL @ JORDON NARROWS NR BLUFFDALE,40.4446717,-111.9241017,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167101,"COM FLOW-EAST JORDAN CANAL, UTAH & S L CANAL",40.44439396,-111.9221572,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167105,E JORDAN CNL @ LITTLE COTTNWD CR NR SANDY (US),40.62161446,-111.8571563,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167106,E JORDAN CNL @ LITTLE COTTNWD CR NR SANDY (DS),40.62217,-111.8560452,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167118,"E JORDAN CNL @ MIDDLE FK TANNER DITCH, NR MURRAY",40.6405032,-111.8316001,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167122,UPPER CANAL @ 5800 SOUTH (TOLCATE LN) NR MURRAY,40.6460588,-111.8077106,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167125,UPPER CANAL @ WILD ROSE LN NR SALT LAKE CITY,40.69133596,-111.8329894,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167127,"UPPER CANAL @ MILL CREEK (2000 EAST) NR SLC, UT",40.69439148,-111.833545,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167130,E JRDN CNL @ MIDDLE FK OF TANNER DITCH NR MURRAY,40.57467067,-111.8318775,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167141,JORDAN & S L CNL @ LTTL COTTNWD CR NR MURRAY (US),40.6318921,-111.8621565,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167142,JORDAN & S L CNL @ LTTL COTTNWD CR NR MURRAY (DS),40.63216988,-111.8613232,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167145,JORDAN & S L CNL @ BIG COTTONWD CR NR MURRAY (US),40.6568919,-111.8302113,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167146,JORDAN & S L CNL @ BIG COTTONWD CR NR MURRAY (DS),40.6582808,-111.827989,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167147,JORDAN & SALT LAKE CNL @ MILL CREEK NR SLC   (US),40.69300254,-111.8499344,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167148,JORDAN & SALT LAKE CNL @ MILL CREEK NR SLC   (DS),40.69355809,-111.8499344,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167149,JORDAN & S L CNL @ ZENITH AVE NR S L CITY,40.70772456,-111.8585459,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167160,UTAH & SL CNL @ JORDAN NARROWS NR BLUFFDALE,40.4446716,-111.9407689,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167170,"BUTTERFIELD CREEK NEAR LARK, UTAH",40.50777778,-112.1075,UT,035,16020204,16020204,16,8,ST,Yes,Southwest,False,True
10167180,"DIXIE VALLEY-BMP-NEAR WEST JORDAN, UTAH",40.63272498,-111.97716,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167200,JORDAN RIVER AT 9400 SOUTH NR SOUTH JORDAN UT,40.58050359,-111.91938,UT,035,16020204,16020204,16,3130.00,ST,Yes,Southwest,False,True
10167220,BELLS CANYON CONDUIT 1000 E. 110000 S.,40.55383749,-111.8552114,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167230,JORDAN RIVER @ 90TH S NR MIDVALE,40.58744798,-111.9127133,UT,035,16020204,16020204,16,3160.00,ST,Yes,Southwest,False,True
10167240,90TH SOUTH CONDUIT @ JORDAN RIVER NR MIDVALE,40.58772575,-111.9124355,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167242,"I-215 MEDIAN DRAIN AT JORDAN RIVER NR MURRAY, UT",40.6360585,-111.9202139,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167244,"OVERLAND FLOW OUTFALL-BMP-NR MIDVALE, UTAH",40.5880035,-111.9124355,UT,035,16020204,16020204,16,,ST,Yes,Southwest,False,True
10167300,"JORDAN RIVER @ 5800 SOUTH NR SALT LAKE CITY, UT",40.64522505,-111.9224362,UT,035,16020204,16020204,16,3254.00,ST,Yes,Southwest,False,True
10167450,"LTL COTTONWOOD CR @TANNER FLT CPGD NR ALTA, UT",40.56994975,-111.7007608,UT,035,16020204,16020204,16,15.3,ST,Yes,Southwest,False,True
10167499,"LITTLE COTTONWOOD CREEK (CHANNEL) NEAR SLC, UT",40.5777263,-111.7979877,UT,035,16020204,16020204,16,27.40,ST,Yes,Southwest,False,True
